## Exporter_Failed_Spans_Rate
ラベル: exporter=debug, instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/exporter/exporterhelper
説明: Exporter: 送信失敗Spansのレート
クエリ: rate(otelcol_exporter_send_failed_spans_total{job="otel-collector-self"}[1m])
単位: ops

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 17:22:44, 0, 0.00/s
2026-03-27 17:22:59, 0, 0.00/s
2026-03-27 17:23:14, 0, 0.00/s
2026-03-27 17:23:29, 0, 0.00/s
2026-03-27 17:23:44, 0, 0.00/s
2026-03-27 17:23:59, 0, 0.00/s
2026-03-27 17:24:14, 0, 0.00/s
2026-03-27 17:24:29, 0, 0.00/s
2026-03-27 17:24:44, 0, 0.00/s
2026-03-27 17:24:59, 0, 0.00/s
2026-03-27 17:25:14, 0, 0.00/s
2026-03-27 17:25:29, 0, 0.00/s
2026-03-27 17:25:44, 0, 0.00/s
2026-03-27 17:25:59, 0, 0.00/s
2026-03-27 17:26:14, 0, 0.00/s
2026-03-27 17:26:29, 0, 0.00/s
2026-03-27 17:26:44, 0, 0.00/s
2026-03-27 17:26:59, 0, 0.00/s
2026-03-27 17:27:14, 0, 0.00/s
2026-03-27 17:27:29, 0, 0.00/s
2026-03-27 17:27:44, 0, 0.00/s
2026-03-27 17:27:59, 0, 0.00/s
2026-03-27 17:28:14, 0, 0.00/s
2026-03-27 17:28:29, 0, 0.00/s
2026-03-27 17:28:44, 0, 0.00/s
2026-03-27 17:28:59, 0, 0.00/s
2026-03-27 17:29:14, 0, 0.00/s
2026-03-27 17:29:29, 0, 0.00/s
2026-03-27 17:29:44, 0, 0.00/s
2026-03-27 17:29:59, 0, 0.00/s
2026-03-27 17:30:14, 0, 0.00/s
2026-03-27 17:30:29, 0, 0.00/s
2026-03-27 17:30:44, 0, 0.00/s
2026-03-27 17:30:59, 0, 0.00/s
2026-03-27 17:31:14, 0, 0.00/s
2026-03-27 17:31:29, 0, 0.00/s
2026-03-27 17:31:44, 0, 0.00/s
2026-03-27 17:31:59, 0, 0.00/s
2026-03-27 17:32:14, 0, 0.00/s
2026-03-27 17:32:29, 0, 0.00/s
2026-03-27 17:32:44, 0, 0.00/s
2026-03-27 17:32:59, 0, 0.00/s
2026-03-27 17:33:14, 0, 0.00/s
2026-03-27 17:33:29, 0, 0.00/s
2026-03-27 17:33:44, 0, 0.00/s
